HumanResponseCosineSimilarity,AlexaResponseCosineSimilarity
0.23570226039551587,0.0
0.26967994498529685,0.08164965809277261
0.23211917272131485,0.18257418583505536
0.16329931618554522,0.11547005383792514
0.2182178902359924,0.19245008972987526
0.0668153104781061,0.0
0.337099931231621,0.1
0.0,0.20412414523193154
0.18333969940564226,0.1690308509457033
0.24494897427831783,0.13608276348795434
0.6454972243679028,0.0
0.0,0.75
0.128564869306645,0.21320071635561041
0.1111111111111111,0.2858309752375147
0.26650089544451305,0.1091089451179962
0.23717082451262844,0.07669649888473704
0.1889822365046136,0.2672612419124244
0.23717082451262844,0.09534625892455924
0.34992710611188255,0.30304576336566325
0.24618298195866545,0.19069251784911848
0.36273812505500586,0.0
0.12104550653376049,0.06933752452815364
0.346843987809648,0.1336306209562122
0.31622776601683794,0.13483997249264842
0.25819888974716115,0.16666666666666666
0.4451319072597258,0.21938172723813917
0.0,0.0
0.32659863237109044,0.3380617018914066
0.2891574659831201,0.07692307692307693
0.20412414523193154,0.28867513459481287
0.36084391824351614,0.17149858514250882
0.20412414523193154,0.06454972243679027
0.0,0.15811388300841897
0.27386127875258304,0.5163977794943222
0.10690449676496974,0.0
0.06741998624632421,0.0
0.2279211529192759,0.1336306209562122
0.25819888974716115,0.23570226039551587
0.2041241452319315,0.23570226039551584
0.1386750490563073,0.05913123959890826
0.12909944487358055,0.0
0.1889822365046136,0.11470786693528087
0.0,0.0
0.269069117598525,0.07692307692307693
0.35176323534072423,0.12171612389003691
0.2773500981126146,0.19611613513818402
0.07715167498104596,0.11785113019775793
0.0,0.31622776601683794
0.08944271909999159,0.282842712474619
0.12060453783110543,0.0
0.472455591261534,0.11180339887498948
0.2842676218074806,0.08084520834544433
0.26352313834736496,0.2253744679276044
0.8563488385776753,0.17407765595569785
0.22188007849009164,0.2631174057921088
0.18181818181818182,0.20100756305184242
0.18569533817705186,0.2834733547569204
0.23076923076923078,0.12104550653376049
0.3127716210856122,0.0625
0.6324555320336759,0.0
0.11785113019775793,0.20100756305184242
0.5773502691896258,0.7071067811865475
0.1529438225803745,0.19245008972987526
0.22019275302527214,0.27524094128159016
0.2519763153394848,0.0982946374365981
0.0,0.4082482904638631
0.0,0.13608276348795434
0.15811388300841897,0.07254762501100116
0.08025723539051281,0.1318760946791574
0.20100756305184242,0.08606629658238704
0.14907119849998599,0.0
0.18181818181818182,0.17407765595569785
0.26352313834736496,0.12456821978060995
0.13333333333333333,0.15689290811054724
0.20100756305184242,0.1259881576697424
0.15512630699850574,0.14625448482542613
0.6708203932499369,0.20412414523193154
0.3227486121839514,0.2795084971874737
0.14002800840280097,0.2300894966542111
0.22360679774997896,0.1
0.16666666666666666,0.22645540682891913
0.24759378423606918,0.20100756305184242
0.19284730395996752,0.10660035817780521
0.21320071635561044,0.16666666666666666
0.09925833339709302,0.20203050891044214
0.040824829046386304,0.21483446221182986
0.2886751345948129,0.2672612419124244
0.29814239699997197,0.16169041669088866
0.16984155512168936,0.08362420100070908
0.1889822365046136,0.20203050891044214
0.30151134457776363,0.45226701686664544
0.11952286093343936,0.11180339887498948
0.1690308509457033,0.10259783520851541
0.0,0.15384615384615385
0.16269784336399212,0.3619613829965134
0.314970394174356,0.25
0.2727723627949905,0.0668153104781061
0.3227486121839514,0.09128709291752768
0.22360679774997896,0.0
0.27801921874276636,0.13608276348795434
0.0,0.20203050891044214
0.18257418583505539,0.22360679774997896
0.0,0.12309149097933272
0.16329931618554522,0.11180339887498948
0.1873171623163388,0.0
0.29814239699997197,0.0
0.1386750490563073,0.06537204504606134
0.17647058823529413,0.11128297681493145
0.15512630699850574,0.07312724241271307
0.0,0.2773500981126146
0.30261376633440124,0.08006407690254357
0.1805787796286538,0.09622504486493763
0.242535625036333,0.10540925533894598
0.2075143391598224,0.14625448482542613
0.2504897164340598,0.1143323900950059
0.21004201260420147,0.12126781251816648
0.2721655269759087,0.09128709291752768
0.16984155512168936,0.0
0.25031308716087947,0.13834289277321493
0.2211629342323457,0.08838834764831843
0.1889822365046136,0.0
0.2519763153394848,0.253546276418555
0.0716114874039433,0.2
0.2956561979945413,0.09245003270420485
0.22645540682891913,0.16666666666666666
0.2286647801900118,0.21170244960998524
0.44126130406091413,0.17677669529663687
0.26967994498529685,0.17541160386140586
0.09245003270420485,0.08084520834544433
0.24253562503633297,0.2672612419124244
0.0,0.0
0.0,0.3333333333333333
0.14907119849998599,0.11180339887498948
0.23904572186687872,0.11180339887498948
0.10206207261596577,0.0
0.19802950859533489,0.0
0.23570226039551584,0.08606629658238704
0.44543540318737396,0.5039526306789696
0.06482037235521644,0.253546276418555
0.13245323570650439,0.22360679774997896
0.07715167498104596,0.0
0.28867513459481287,0.08164965809277261
0.21428571428571427,0.08451542547285165
0.0,0.0
0.16666666666666666,0.16666666666666666
0.23145502494313785,0.20412414523193154
0.19611613513818402,0.1849000654084097
0.20203050891044214,0.173421993904824
0.10206207261596577,0.0
0.3227486121839514,0.22360679774997896
0.0668153104781061,0.12126781251816648
0.24743582965269675,0.2279211529192759
0.3731012536223182,0.21320071635561041
0.06154574548966636,0.29417420270727607
0.33541019662496846,0.20801257358446093
0.051708768999501914,0.0
0.20225995873897262,0.06741998624632421
0.0545544725589981,0.14824986333222023
0.0657951694959769,0.34992710611188255
0.2786391062876764,0.23145502494313785
0.19802950859533489,0.09901475429766744
0.3065696697424829,0.1091089451179962
0.33541019662496846,0.0
0.1889822365046136,0.060522753266880246
0.18257418583505539,0.2519763153394848
0.5892556509887896,0.37267799624996495
0.23570226039551587,0.17677669529663687
0.15811388300841897,0.0
0.19695964928958382,0.15811388300841897
0.15811388300841897,0.18257418583505536
0.0,0.0
0.6837634587578276,0.09166984970282113
0.0,0.0
0.07142857142857142,0.09166984970282113
0.14433756729740646,0.47140452079103173
0.3113995776646092,0.12309149097933272
0.3359355065735126,0.0
0.3692744729379982,0.1543033499620919
0.26148818018424536,0.06085806194501846
0.09805806756909202,0.09805806756909202
0.12309149097933272,0.09534625892455924
0.10206207261596577,0.0
0.18860838403857944,0.31980107453341566
0.36563621206356534,0.20100756305184242
0.30316953129541624,0.10206207261596577
0.2727723627949905,0.2182178902359924
0.14509525002200233,0.08770580193070293
0.29160592175990213,0.24174688920761409
0.29417420270727607,0.14433756729740646
0.0,0.0
0.18257418583505536,0.15811388300841897
0.0,0.15811388300841897
0.14824986333222023,0.3396831102433787
0.1889822365046136,0.0629940788348712
0.4166666666666667,0.31622776601683794
0.23570226039551587,0.10206207261596577
0.2672612419124244,0.1543033499620919
0.08362420100070908,0.06154574548966636
0.16329931618554522,0.0
0.08362420100070908,0.19069251784911848
0.23094010767585027,0.09759000729485333
0.39735970711951313,0.0
0.21483446221182986,0.09245003270420485
0.3086066999241838,0.16222142113076254
0.3678836036909795,0.07715167498104596
0.23354968324845687,0.09534625892455924
0.2727723627949905,0.13801311186847084
0.11180339887498948,0.1414213562373095
0.0,0.14907119849998599
0.14433756729740646,0.28005601680560194
0.0,0.1543033499620919
